academic_performance,internship,starting_salary
Medium,1,40828.81
Medium,0,37462.67
Low,0,34858.53
Medium,0,40986.05
Medium,1,44411.29
Medium,0,38171.93
Medium,1,47450.58
Medium,0,39493.49
Low,0,34983.99
Medium,1,40564.33
Low,0,28496.4
Medium,0,46424.67
Medium,0,40262.35
Low,0,22998.15
Medium,1,53392.78
High,1,56348.31
Medium,0,43348.3
High,1,51104.91
High,0,47311.21
Medium,1,43631.78
High,0,45866.84
Medium,0,37992.46
Medium,1,39943.28
High,1,45647.98
Medium,0,33150.76
Low,0,25639.57
Low,0,27756.19
Medium,0,37648.81
Medium,0,41523.88
Low,0,37300.1
High,1,53179.09
Medium,1,41696.1
Medium,0,46101.59
Low,0,30050.63
Low,1,34667.27
Low,0,34324.8
Medium,0,35682.49
Medium,0,37248.02
Medium,0,39527.07
Low,0,37967.31
High,0,40193.24
Low,0,30646.59
Low,0,25918.5
High,1,46958.38
Low,1,31629.52
Medium,0,39983.24
Low,0,30152.41
Low,1,31859.09
Medium,0,42806.3
Low,0,21258.85
Low,0,27426.96
Medium,0,44043.27
Medium,0,43029.16
High,0,60747.81
High,1,58734.67
Medium,1,38226.99
Low,0,34993.47
Medium,0,37696.82
Medium,0,47604.1
Low,0,36314.83
Medium,1,37759.21
High,1,56373.7
Medium,0,38726.81
Medium,1,43418.28
Low,0,38841.42
Medium,0,40615.87
Low,1,39709.95
High,1,58240.22
Low,0,28939.51
High,1,56119.98
Medium,1,36902.03
Medium,0,37669.79
High,1,54482.82
Low,0,29339.59
Low,0,29128.31
High,0,46719.78
Medium,0,38892.72
Medium,0,32594.32
Low,0,39696.35
Medium,1,38459.31
Low,0,28199.59
Medium,0,43030.59
Medium,0,46475.51
Medium,0,46606.0
Low,0,30933.29
Medium,1,40306.51
Medium,0,46869.63
Medium,0,39337.91
Medium,0,33127.01
Low,1,34844.12
High,1,53362.55
Medium,0,35968.51
Medium,1,45926.15
Low,0,19460.32
Medium,1,37414.67
Low,0,30348.48
High,1,51873.44
Medium,0,39290.84
Low,0,38209.6
Low,0,30454.58
High,1,47298.88
Medium,0,44165.82
Low,0,28972.49
High,1,62179.09
Low,0,30832.42
Medium,1,48379.36
Medium,1,48900.47
High,1,53301.39
Medium,0,32766.13
Medium,0,47749.24
Medium,0,43661.45
Medium,0,42176.04
Low,0,26508.26
Medium,0,34592.05
Medium,0,38582.92
Medium,0,45891.24
Medium,0,44428.88
Medium,1,35874.99
Medium,0,43970.41
Medium,0,33771.73
High,1,54555.92
Medium,1,43622.17
Medium,0,54411.99
Low,0,21856.21
Low,0,25115.03
Medium,0,29268.89
Low,1,37580.89
High,1,63901.81
High,0,55374.65
Medium,0,31230.14
Medium,0,40844.49
Medium,1,50158.81
Medium,1,43399.82
Medium,1,39017.68
Low,0,34569.01
High,0,51656.14
Medium,1,51985.28
Low,0,34009.61
Medium,0,56430.89
Medium,0,44914.54
Low,0,28729.54
Low,0,22864.39
Low,0,26617.31
High,1,54715.06
Low,0,31970.85
Medium,0,45426.09
Low,0,21389.8
Medium,1,52621.85
Medium,0,37420.73
High,0,45584.1
Medium,0,49235.81
Medium,0,32827.34
Medium,1,38770.93
Medium,1,40608.24
Low,1,33807.94
Medium,1,51578.11
Low,0,35873.38
High,1,61188.59
Medium,1,44750.22
Medium,0,39409.42
Medium,1,46265.14
Medium,0,42186.61
Medium,0,40886.35
Medium,1,48938.15
Low,0,32452.64
Low,0,30923.99
Low,0,27133.59
Low,1,39761.41
High,1,52303.09
Medium,0,40609.15
Low,0,25558.91
Low,0,25981.22
Medium,0,31762.93
Medium,1,41278.42
Medium,1,44193.55
Medium,0,38219.88
High,0,55046.88
Low,0,27407.3
Medium,0,41334.86
High,1,56138.25
Low,0,28932.92
Medium,1,43680.62
Low,0,31815.23
Medium,0,34468.17
Low,0,34199.1
High,1,51955.58
High,1,57203.58
High,1,54848.57
Medium,0,47039.72
High,1,56353.89
Medium,0,48300.05
Medium,0,41219.65
Low,0,32334.97
Medium,0,35261.74
Medium,1,48015.4
Low,0,34019.96
Medium,0,34528.83
High,0,43771.32
Medium,0,49687.26
Medium,1,45857.26
High,1,56807.44
Low,1,41357.48
High,0,49770.48
Medium,1,41015.12
Medium,0,37698.38
Low,0,34525.4
Low,1,27727.57
Medium,1,45063.76
Medium,1,42578.07
Medium,1,47629.48
Medium,1,48803.07
Medium,0,46618.17
Medium,1,45694.85
High,1,58352.43
Medium,0,34271.29
High,0,46183.43
Low,0,36538.99
Medium,1,39745.93
Medium,0,51490.99
High,1,52655.57
Medium,1,45196.89
Low,0,32410.03
Medium,1,40222.18
Low,1,37295.02
Low,1,40047.14
Medium,0,37147.19
High,1,51272.34
Low,0,35704.7
Low,0,25162.4
High,0,46562.28
Medium,0,44956.59
High,1,58696.55
Low,0,35750.5
Medium,0,34899.03
Low,1,30024.84
High,1,56740.62
High,1,57650.38
High,1,55956.84
Low,0,35413.84
High,0,50013.75
High,0,50618.27
Medium,0,46310.84
Medium,1,40841.46
High,1,56548.16
Medium,1,46824.86
Low,0,26850.0
High,0,50064.44
Medium,1,44870.83
High,1,51891.06
Medium,0,33485.02
Low,1,30789.98
Medium,1,45039.29
Medium,1,42676.43
Low,1,28070.12
Medium,0,48372.16
Low,0,30338.88
Medium,0,39677.04
High,1,47637.97
Medium,0,44987.26
Medium,1,52794.86
Medium,1,46660.61
Medium,0,38282.5
Medium,1,44780.57
Medium,1,43287.43
High,1,52071.03
Medium,1,43511.93
High,1,57619.34
High,1,56852.99
Low,0,42182.67
Medium,0,46235.99
High,1,44997.72
High,1,59038.24
Medium,1,58730.15
Medium,0,45388.84
Medium,0,36470.0
Low,1,39488.03
High,0,48550.5
High,1,49609.32
Medium,0,40712.72
Low,0,36849.89
High,0,56056.49
Medium,1,43917.75
Low,0,27393.49
Low,0,37621.48
Low,0,36293.14
Medium,1,43180.54
Low,0,26646.16
Low,0,30494.4
High,1,51410.03
High,0,57715.62
Low,0,28856.04
Low,0,38821.28
Medium,0,34995.37
Low,1,29773.19
Low,0,30366.83
Medium,0,40828.3
High,1,54888.42
High,1,50957.84
High,1,53900.15
Medium,0,37509.77
Medium,0,31754.26
Medium,1,42338.35
Medium,1,43453.69
Medium,1,37466.98
Medium,1,49435.29
Low,0,38456.94
Low,1,35196.97
High,1,48252.47
Medium,0,38888.41
Low,1,34293.95
Medium,0,41089.71
Low,0,39040.49
Low,0,24607.2
Low,1,36600.63
Medium,0,44044.11
Low,0,33783.95
Medium,0,45565.94
Low,0,29989.72
Low,0,29885.74
High,1,55905.07
Medium,0,40019.06
Medium,1,41151.61
Low,0,31040.71
Low,0,32543.99
High,0,47273.54
Low,0,32386.77
High,0,46312.65
Medium,1,43338.51
Medium,0,39209.85
Medium,0,45376.68
Medium,0,41556.18
Low,0,34116.64
Medium,0,41229.98
High,1,57512.54
Low,1,33757.8
Medium,1,45116.21
Medium,1,50061.01
Medium,0,32506.92
Low,1,35028.44
High,0,50902.76
Medium,0,42593.91
High,1,55964.17
High,1,55446.82
Low,1,29915.27
Low,0,27369.05
High,1,61385.29
Medium,0,48226.09
Low,0,33530.08
High,1,51103.43
Medium,0,44379.39
Medium,1,48541.73
Medium,1,41256.66
High,0,49953.53
Low,0,46189.63
Medium,0,43002.88
Medium,1,43899.9
High,0,45301.11
Medium,1,45628.19
Medium,1,48624.39
Medium,1,58042.79
Medium,1,49174.18
Medium,0,41931.27
High,0,55591.72
Medium,1,36233.75
High,0,43370.8
Medium,1,45073.27
Low,1,36431.07
Medium,0,27873.21
Low,0,40637.53
Medium,0,36002.31
Medium,1,38335.46
High,1,58074.09
Low,0,41189.31
High,0,39895.38
High,0,53392.46
Low,1,24571.1
High,1,56067.25
Low,0,18191.15
Low,1,30283.78
High,0,51116.99
Medium,0,45033.06
Medium,0,44330.93
Medium,0,44271.7
Low,0,28778.02
Medium,1,43212.13
Low,0,32129.82
Low,0,28804.74
High,1,55235.86
High,1,55284.68
Medium,1,50176.65
Low,0,29423.0
Medium,0,41731.92
High,1,54519.95
Low,0,19491.9
Low,0,32297.53
High,1,50515.53
Medium,0,40069.83
Low,0,29129.9
Low,1,37348.99
High,0,43300.84
Medium,0,47145.13
Low,0,31606.95
High,0,48907.76
High,1,55477.85
Low,1,40683.46
Medium,0,40284.04
Low,0,29900.09
Medium,0,40638.94
Low,0,34360.21
Medium,1,42665.35
Medium,0,40944.26
Medium,1,46072.66
Medium,0,42890.64
Low,0,34967.33
High,1,55391.01
Low,1,32642.8
Medium,0,43393.93
Low,0,22155.18
Medium,0,34612.61
Low,0,24933.47
Low,0,26418.5
Medium,0,33045.36
Low,0,34784.89
Medium,0,38287.82
Low,0,21380.33
Low,0,23982.9
Medium,1,46569.25
Low,1,26831.69
Low,0,30527.29
Low,0,29845.02
Low,0,29259.23
Low,0,29956.71
Low,0,24496.1
Low,0,27358.17
High,1,48620.0
Low,1,31143.26
High,1,51728.08
High,1,51965.03
Low,0,28157.22
Low,1,36382.3
Low,1,34321.17
Medium,0,38020.48
Medium,0,35556.5
Medium,0,35606.42
Medium,1,46564.82
Low,0,28276.13
High,1,54182.14
Medium,0,47155.81
High,1,49175.96
Medium,0,36725.07
Low,0,36811.49
High,0,49096.65
Medium,1,44727.04
Medium,1,54699.96
Medium,1,57066.59
High,1,61184.36
High,0,47776.11
Medium,1,46517.5
Low,0,22442.8
Medium,0,40513.78
High,0,51512.16
Medium,0,38760.43
High,0,50199.65
Medium,0,48693.28
High,1,53553.54
Low,0,30806.34
Medium,0,40785.08
Medium,1,48273.36
Medium,0,39771.69
Low,0,29061.37
High,1,59949.81
High,1,53829.3
Medium,0,37932.01
Low,0,31131.33
Low,1,34804.35
Medium,0,39474.08
Medium,0,43912.72
Low,0,26815.69
Medium,0,35624.16
Medium,0,42384.66
Medium,1,48262.16
Medium,0,40574.21
Medium,1,39487.28
Low,0,41295.83
Low,0,32305.17
High,0,52109.1
Medium,1,39252.67
High,0,47873.03
Low,0,32603.46
Medium,0,43056.91
Medium,0,37565.9
High,1,64534.09
High,1,57491.87
Low,0,27036.04
Low,0,26593.22
Medium,1,40982.25
High,0,44749.35
Medium,0,39826.68
High,1,56518.97
Low,0,37730.77
Medium,1,48729.35
Medium,0,45904.21
Low,1,32482.79
Medium,0,41822.83
High,1,55034.1
High,0,44242.56
Low,0,33187.98
Medium,0,45561.19
Medium,0,37200.43
Low,0,35975.55
High,1,57255.0
Low,0,28876.8
Medium,1,48281.88
Medium,1,52511.71
Medium,0,49439.62
Low,1,35928.81
Low,0,35555.34
Medium,0,48015.08
Medium,0,40293.75
Medium,0,42588.01
Low,0,21326.62
Low,0,26368.03
Medium,0,40136.28
High,1,47263.5
Low,0,27185.0
Low,0,36402.11
Low,0,29952.24
Low,0,36609.48
Low,0,33100.87
Medium,0,33056.89
High,1,51110.77
Low,0,30073.73
Medium,0,42296.76
Medium,0,41633.23
High,0,48422.1
Medium,0,38613.32
High,1,57710.51
Medium,1,37725.42
High,1,50223.4
Medium,0,42235.63
Low,0,27275.88
High,1,56853.81
Medium,0,40678.23
Low,1,25402.1
High,1,51058.3
Medium,0,44547.36
Low,0,26560.72
Medium,0,46773.89
Medium,1,40250.54
Medium,0,48735.72
Low,0,28297.98
High,1,58781.41
High,1,58523.16
Low,0,37840.53
Medium,0,41100.59
Low,0,33390.27
High,1,52760.99
High,0,49018.13
Medium,0,37174.74
High,0,47630.09
Medium,0,25913.35
Medium,0,39149.14
Medium,1,44975.85
Low,0,22220.23
Low,1,39819.25
Medium,0,36083.26
Low,1,35231.43
Low,0,33891.36
Low,1,32995.21
Medium,1,45616.9
High,0,50127.72
High,0,51208.11
Medium,0,40653.32
Medium,1,44388.77
Medium,1,40288.17
Low,1,41240.35
Medium,0,40632.46
Low,1,33044.69
Medium,1,37894.86
Low,0,35146.12
Medium,0,34764.66
Low,0,32288.57
Low,0,28965.29
High,0,53263.43
Low,1,42828.02
Medium,0,35039.56
Low,0,24398.85
Low,1,36993.13
Medium,0,46026.12
Medium,0,38441.69
Low,0,29920.05
High,0,43017.21
Medium,1,50117.97
Medium,0,40327.01
Low,0,34970.48
Medium,0,41462.88
Medium,1,44169.36
Low,0,35086.81
Medium,0,40870.67
Low,0,23440.64
Low,0,34316.24
Low,0,36971.01
High,1,51365.62
Medium,0,39588.88
Medium,0,50046.86
Low,0,28346.05
Low,0,24759.26
Low,0,27044.29
Medium,0,38560.9
Low,0,35709.88
Low,1,32853.87
Low,0,33895.19
High,1,56789.11
Medium,1,45317.88
Low,0,30085.04
Medium,0,28719.92
Medium,1,47511.93
Low,1,40796.33
Low,0,27034.62
High,1,60940.52
Medium,0,37942.53
High,0,49620.75
Low,1,36257.44
Medium,1,51861.49
Low,0,20439.64
Medium,1,48443.85
High,0,51572.9
Medium,1,47967.61
Low,0,29451.25
Medium,0,38435.18
High,0,60372.03
Medium,0,36909.08
Low,0,30109.47
High,0,60271.76
Medium,1,49796.13
Low,0,21676.51
Medium,0,34254.09
Medium,0,44994.19
High,1,55426.56
Medium,0,52831.17
High,1,55999.49
High,0,53843.98
Medium,0,41998.18
Low,0,36465.0
High,0,60842.98
Medium,0,41625.81
High,0,57918.9
Low,1,38840.03
High,0,51536.16
High,1,55386.76
High,1,48827.16
Low,0,39077.3
Medium,0,40679.95
Low,0,25149.24
Low,0,27422.49
Low,0,24612.38
High,1,58016.91
Medium,1,52563.8
Medium,0,36883.32
High,1,49488.76
Medium,0,29263.98
High,1,49587.48
High,1,49187.85
Medium,1,54315.71
Low,0,22483.08
High,1,57599.07
Medium,0,41974.83
Medium,0,39557.03
High,0,47985.83
Low,0,39032.23
Medium,0,41913.0
Medium,0,33089.72
Low,0,28369.47
Low,0,29417.17
High,0,46636.95
Low,0,30267.36
High,1,59178.83
Medium,0,40861.41
Medium,0,43392.63
High,1,57839.96
Medium,1,48906.25
Medium,0,47579.36
Low,0,26171.73
Medium,1,36575.73
Medium,0,43413.97
Low,0,40262.23
Medium,0,40670.75
Medium,1,39636.27
High,1,57290.8
Medium,0,31909.76
High,1,55677.12
Medium,0,30552.12
High,1,51976.99
Medium,0,51241.73
Medium,1,38639.47
Medium,1,47356.93
Medium,1,48210.61
High,1,50005.39
Low,0,38174.7
Low,0,27246.98
High,0,50203.84
Medium,1,44702.92
Low,0,33812.05
Medium,1,57629.99
Medium,0,35570.56
Medium,0,41834.62
High,1,61076.18
Medium,0,34834.37
Medium,0,38294.0
High,1,59472.96
High,1,51752.14
Low,0,27524.43
Medium,0,25689.26
Medium,0,36015.79
High,0,41348.4
Medium,0,39879.86
Medium,0,29307.73
High,1,52812.95
Medium,0,40794.49
High,1,54034.37
High,1,58205.44
High,1,57738.09
High,0,42410.36
Medium,1,44903.6
Low,0,19386.56
Medium,0,39076.3
High,0,45770.2
High,1,53236.88
Medium,1,43424.1
Low,0,32345.04
Medium,1,44715.14
Medium,0,36857.39
Low,0,19502.51
Medium,0,43194.84
Low,0,23476.52
Medium,0,31912.63
Low,0,24412.97
High,0,54245.97
Medium,0,39208.63
Medium,0,42939.41
Medium,0,34448.61
Low,0,28733.35
High,0,59433.64
Medium,0,38318.39
Medium,0,34659.46
Low,0,27193.79
Low,1,37516.66
Medium,0,47088.98
Low,0,17919.42
Medium,0,38845.65
Medium,0,36883.63
Medium,1,43258.33
Low,0,25445.82
High,1,50278.12
High,0,43841.76
Low,0,25555.8
Medium,0,38926.85
Medium,1,44125.18
Low,0,32457.53
High,1,55725.66
Medium,1,45474.45
High,1,59007.2
High,1,49117.19
Medium,0,36781.95
Medium,0,37596.49
High,1,54385.77
Medium,0,44191.28
Low,0,30884.96
Medium,0,45547.56
Medium,0,47680.3
High,0,47715.03
Medium,0,31295.59
Low,1,40972.63
Low,0,28882.24
High,1,53674.18
High,1,58178.91
Medium,0,39375.88
Low,1,34461.33
Low,0,29970.55
Medium,0,35274.02
High,1,51006.65
High,1,60142.72
High,0,55252.25
Medium,0,40195.01
High,1,53862.7
Medium,1,48211.84
Low,0,28602.43
High,1,55759.21
Low,0,39415.02
Medium,0,47509.99
Medium,0,33802.12
Low,0,30846.68
Low,1,29238.35
Medium,1,48565.96
Medium,0,35017.01
Low,0,37937.57
Medium,1,38869.21
Medium,1,39696.69
Low,0,23484.78
Low,0,26871.98
Medium,0,41949.88
Low,0,35239.15
Medium,1,40698.66
High,0,53834.07
Low,1,33268.07
High,1,48039.8
Medium,0,44795.52
Medium,0,38251.08
High,1,52160.18
Medium,1,53439.54
Low,0,33874.74
Low,0,42294.86
Medium,1,43759.44
Low,0,31447.39
Medium,1,39535.05
Medium,0,44148.49
Medium,0,36984.7
Medium,1,39043.81
Medium,0,36269.82
Medium,0,40277.79
Medium,0,52699.1
Low,0,30719.35
Medium,1,43808.5
High,0,53646.14
Medium,0,40969.05
High,0,42012.02
Low,0,31392.83
High,1,61430.27
Medium,0,38859.97
High,1,56298.06
Medium,1,45858.86
Medium,1,50272.37
Medium,0,37563.19
Medium,0,38707.66
Medium,1,46130.83
Medium,1,42259.54
Medium,0,35968.57
High,1,58199.87
Medium,1,50009.97
Medium,0,36881.22
High,0,47756.67
Medium,0,40003.87
Medium,1,47802.1
Low,0,28252.57
Medium,1,42643.55
Medium,0,42385.69
Low,1,29762.0
Medium,0,38586.79
Medium,0,23076.66
Medium,1,45354.29
Medium,1,45304.85
Medium,1,45990.98
Low,0,19279.71
Low,0,26251.16
Medium,0,43306.74
Low,1,46532.42
Medium,0,42857.76
High,0,59803.54
Medium,1,52025.81
Low,0,31438.72
Low,1,39939.54
Low,0,39074.68
Low,0,30416.44
Medium,1,39454.53
Low,0,32248.81
High,1,53868.75
High,0,47638.94
Medium,1,45305.29
Low,0,26405.95
High,0,47636.04
Low,1,32192.97
Low,1,32740.29
Medium,0,37612.36
Medium,0,46919.34
Medium,0,33971.33
Low,0,35407.71
Low,0,40874.79
High,1,50067.58
Medium,1,44679.63
Low,0,29441.1
Medium,0,31569.23
Low,0,32430.04
Medium,0,41564.29
Low,0,35555.5
Medium,0,42057.29
Medium,1,45967.23
High,1,51584.5
Low,0,20820.34
Medium,0,43029.46
High,1,62752.43
Medium,0,32860.32
High,1,58590.63
High,1,54657.57
Medium,0,35160.69
Low,0,37574.35
Medium,0,41500.37
Medium,0,41258.04
Medium,0,32420.31
Medium,0,48257.07
Medium,1,41494.25
Medium,0,41671.38
Medium,1,49948.11
Low,0,31814.32
High,1,59260.14
High,0,55192.06
Medium,0,51721.65
Low,0,23552.0
Low,0,30033.75
Low,0,37676.96
Low,0,29800.46
Medium,1,33865.78
Low,0,37203.85
Low,0,30750.85
Medium,1,39944.55
High,0,51188.58
Low,0,32692.98
Medium,0,35950.15
High,0,49428.27
High,0,53267.23
Medium,0,35294.45
Medium,1,48775.32
Low,1,43509.34
Low,0,20771.47
Medium,0,40982.06
Medium,1,47398.68
Medium,0,40762.54
Low,0,34072.04
Medium,1,46653.21
Low,0,34862.02
Medium,0,44166.38
Medium,1,39929.43
Medium,0,32515.57
Low,0,23828.9
Low,1,43298.05
Low,0,26694.33
Medium,0,40701.77
Low,0,34794.01
Medium,0,39546.34
Low,0,33991.31
Medium,1,48323.29
Medium,0,36874.21
Medium,0,34192.4
Low,0,34462.07
Medium,1,47346.65
Medium,0,37225.94
Low,0,35281.68
Low,0,29242.7
Medium,0,41479.3
High,1,56548.25
Low,0,27887.52
Medium,1,40594.24
High,1,62103.79
Medium,0,47954.48
Medium,0,35996.09
Medium,0,39175.59
Low,0,33476.37
Medium,0,42141.06
Low,0,37926.1
Low,0,32734.49
Low,0,31361.84
Medium,1,36065.69
High,1,45928.72
Medium,0,36920.51
Low,0,27910.97
Medium,1,45746.79
Medium,1,49594.2
Medium,1,44536.71
Medium,0,37430.41
High,0,53049.43
Low,0,28415.89
Low,0,32091.64
Medium,1,39918.86
Medium,0,41876.41
High,1,52371.6
High,0,54266.9
High,1,53871.74
Low,0,29096.68
Medium,1,41331.92
Medium,0,45625.62
High,0,51455.95
Low,1,43166.06
Low,0,31149.36
High,1,47803.38
Medium,0,44365.08
High,1,60587.88
Low,0,28430.77
High,0,44370.04
Medium,1,54332.05
Medium,0,41034.67
Medium,1,50286.37
Medium,1,41946.52
Medium,0,41507.01
Low,0,29441.87
Medium,1,44162.91
Medium,0,41416.28
Low,1,22090.64
Low,0,34269.62
Medium,0,44350.11
Low,1,32211.36
Low,0,32348.2
High,1,62265.25
Low,0,27685.55
Medium,0,40778.0
Medium,1,42146.41
Medium,0,32330.33
Medium,0,38431.41
High,0,47290.04
Medium,0,42402.54
Medium,0,46129.93
Medium,0,41535.46
Medium,0,38513.16
Low,0,26953.35
High,0,55583.19
Low,0,35304.08
Medium,0,38363.6
Medium,1,46403.76
High,1,56851.68
Low,0,26506.75
Medium,0,39496.85
Low,1,30922.23
High,1,62755.83
Medium,0,34989.93
Low,0,26966.19
Medium,0,43108.29
Medium,0,40080.12
Low,0,29356.17
Medium,1,51141.35
Low,0,31789.91
High,0,49033.5
Medium,0,37876.04
Medium,1,41115.86
High,1,51511.0
Medium,1,42957.45
Medium,0,37835.08
Low,0,26288.34
High,0,54050.84
High,1,59208.88
Low,0,25473.95
Medium,0,45325.62
High,0,46969.1
Medium,0,32224.99
Medium,0,34734.5
Medium,0,44784.6
Medium,1,50954.43
High,0,47506.94
High,0,53189.48
High,0,48853.44
High,1,65805.19
Low,0,19853.24
Low,0,32415.91
High,0,51976.21
Low,0,39572.26
Medium,1,48779.26
High,1,45949.0
Medium,1,43260.56
Medium,0,42466.17
Low,0,26453.01
Low,0,29200.72
Medium,0,38197.7
Low,1,32469.56
High,1,53889.27
Low,0,29647.95
Medium,0,44077.32
Low,0,26752.77
Medium,1,44248.08
Medium,0,43675.63
Low,0,32801.18
Medium,1,36711.15
High,1,50763.27
Low,0,26894.85
Low,1,32010.42
Medium,1,43968.33
High,1,49889.61
Low,0,17392.7
Low,0,25332.6
Low,0,34462.77
Low,1,35090.89
Low,0,27684.49
Medium,0,40654.21
Medium,1,45352.19
Medium,0,53011.02
Low,0,33763.15
Medium,1,43930.35
Low,1,39545.86
Low,1,39215.78
Medium,1,43632.99
Low,0,34487.51
High,0,56111.03
Low,0,28702.98
Medium,0,34022.84
Medium,0,43859.33
Medium,1,44043.98
Medium,0,41163.53
Low,0,33530.13
Low,0,37331.4
Medium,0,37972.77
Medium,1,43191.81
Medium,0,41848.91
Medium,0,33440.32
Low,0,27904.36
High,1,58771.63
Low,1,35351.34
Low,0,35277.37
High,1,52420.15
Low,0,36801.92
High,0,50276.28
Low,0,29260.52
Low,0,34509.03
Low,1,28419.68
Medium,0,37603.11
Medium,1,46510.11
Low,0,32411.86
Low,0,18592.12
Low,0,25982.65
Low,0,29628.7
High,1,54507.68
Medium,1,48066.45
Medium,0,38271.53
Low,1,29874.73
Low,0,32724.58
Medium,1,39512.32
High,1,52396.16
High,1,51011.58
Medium,1,42584.02
Low,0,21222.7
Low,1,32811.71
Medium,0,44451.48
Low,0,28923.74
High,1,43538.6
Medium,1,37538.38
High,1,49506.72
Medium,0,38761.24
Medium,0,31404.99
Low,0,32306.4
Medium,0,47923.89
Low,0,35472.46
Medium,0,42922.24
Medium,0,44484.39
Medium,0,46703.89
Medium,1,47884.85
Medium,0,33781.45
Low,0,36417.31
High,1,56534.62
Low,0,27659.78
High,1,57293.71
Medium,0,38208.27
High,1,52626.52
Medium,0,49128.44
Medium,0,30491.72
Medium,1,44132.95
Medium,0,35493.5
Low,0,25574.01
Medium,0,33174.23
Low,0,29134.36
Medium,1,49041.93
Low,0,32594.07
Low,0,30861.47
High,1,53521.1
High,1,50780.08
Medium,1,45067.33
High,0,53401.47
Low,0,28262.89
Low,0,26369.18
Low,1,42781.95
Medium,0,34998.94
Medium,0,44441.87
Medium,1,39561.34
Low,0,26768.38
Low,0,34686.15
Medium,1,46268.42
Low,0,28238.85
Medium,0,47751.45
Low,0,24089.03
High,1,57697.4
Medium,0,46236.02
High,1,55193.34
Medium,1,45607.73
Low,0,31137.24
Low,0,22598.48
Medium,1,41556.88
High,1,60670.45
Low,0,25944.78
Low,0,27980.31
Medium,0,33669.28
Medium,0,36339.08
High,1,58010.12
Medium,0,33099.88
Low,0,21101.16
High,1,59912.82
Medium,0,40014.26
Medium,1,39173.72
Medium,0,42598.09
Low,0,24428.73
Low,0,28900.74
Low,0,25718.42
High,1,45785.06
Medium,1,50306.17
Low,0,26346.58
Medium,0,47057.28
Medium,0,40533.17
Low,0,27374.88
Medium,1,39520.34
Medium,0,40208.37
Low,1,37494.84
High,0,54846.55
Medium,1,47973.67
Low,0,28745.89
High,0,52649.85
Low,0,28007.58
High,0,57505.53
Medium,0,38312.13
